,Content ID,Reaction Type,Datetime,Content Type,Category,Score,Sentiment,  Each Category,Total Scores 
4123,34123572-64b7-4f3d-b098-a2651d882fb2,super love,14/1/21 23:05,video,dogs,75,positive,,
4152,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,super love,19/12/20 21:24,audio,culture,75,negative,,
4157,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,super love,25/7/20 10:30,audio,culture,75,neutral,,
4158,c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,super love,22/3/21 10:49,audio,culture,75,positive,,
4198,3c092e34-bac9-4e63-a7fa-0608fb73914f,super love,12/12/2020,video,soccer,75,negative,,
4214,413101f7-ea05-4df6-97cf-9891245c5ed7,super love,21/9/20 15:23,photo,science,75,positive,,
4265,c136ae25-d882-4e2c-b515-5727ad2626a5,super love,7/3/2021,photo,soccer,75,negative,,
4315,43e53b12-71cb-4aad-9cb7-8c3572053230,super love,23/1/21 0:06,audio,fitness,75,neutral,,
4344,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,10/12/2020,video,dogs,75,negative,,
4360,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,11/4/2021,video,dogs,75,negative,,
4364,a58c963f-1bec-4eee-b66f-60062a9dd96e,super love,21/12/20 19:45,video,dogs,75,negative,,
4373,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,20/2/21 11:51,audio,travel,75,positive,,
4384,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,25/4/21 0:39,audio,travel,75,positive,,
4385,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,super love,10/1/2021,audio,travel,75,negative,,
4389,748ab616-8066-4c61-b6af-d7442545d12a,super love,7/4/2021,audio,veganism,75,positive,,
4415,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,super love,24/8/20 10:43,video,science,75,negative,,
4476,43da458b-66fe-4723-996c-57dcfad67edf,super love,16/11/20 23:28,GIF,food,75,positive,,
4489,43da458b-66fe-4723-996c-57dcfad67edf,super love,4/7/2020,GIF,food,75,positive,,
4500,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,super love,12/9/2020,GIF,fitness,75,positive,,
4507,7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,8/6/2021,photo,science,75,positive,,
4520,7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,12/8/2020,photo,science,75,neutral,,
4531,d0e55134-c60e-4a05-999c-d7697b4901f0,super love,21/10/20 16:44,GIF,cooking,75,positive,,
4545,d0e55134-c60e-4a05-999c-d7697b4901f0,super love,19/5/21 14:45,GIF,cooking,75,positive,,
4548,d0e55134-c60e-4a05-999c-d7697b4901f0,super love,13/2/21 1:11,GIF,cooking,75,neutral,,
4568,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,11/6/2021,audio,cooking,75,positive,,
4570,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,3/5/2021,audio,cooking,75,neutral,,
4589,ebdf5d36-9ecc-44d7-b641-d33805709452,super love,6/2/2021,audio,cooking,75,positive,,
4599,1429467d-e8a2-4292-bd46-921e8bd87b30,super love,9/9/2020,video,public speaking,75,positive,,
4613,1429467d-e8a2-4292-bd46-921e8bd87b30,super love,26/3/21 12:45,video,public speaking,75,positive,,
4648,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,super love,26/6/20 2:27,audio,studying,75,positive,,
4677,e6b61eab-6879-4618-b189-476f27f02fdd,super love,7/5/2021,audio,science,75,negative,,
4684,e6b61eab-6879-4618-b189-476f27f02fdd,super love,2/11/2020,audio,science,75,positive,,
4686,e6b61eab-6879-4618-b189-476f27f02fdd,super love,17/2/21 3:41,audio,science,75,negative,,
4700,d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,12/9/2020,photo,fitness,75,negative,,
4708,d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,11/4/2021,photo,fitness,75,neutral,,
4726,27ec2b21-a749-4181-b182-150a174fc277,super love,9/4/2021,GIF,animals,75,negative,,
4742,27ec2b21-a749-4181-b182-150a174fc277,super love,11/11/2020,GIF,animals,75,positive,,
4751,27ec2b21-a749-4181-b182-150a174fc277,super love,2/12/2020,GIF,animals,75,positive,,
4794,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,6/4/2021,video,food,75,negative,,
4801,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,27/12/20 4:16,video,food,75,negative,,
4810,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,26/2/21 14:18,video,food,75,positive,,
4811,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,super love,26/10/20 11:34,video,food,75,neutral,,
4839,1f466010-5c87-4b81-be83-5856481231fb,super love,7/3/2021,GIF,soccer,75,negative,,
4844,1f466010-5c87-4b81-be83-5856481231fb,super love,4/5/2021,GIF,soccer,75,negative,,
4857,1f466010-5c87-4b81-be83-5856481231fb,super love,26/10/20 6:32,GIF,soccer,75,positive,,
4868,496645a7-64f7-4c56-94f5-a71671cb262e,super love,7/11/2020,GIF,dogs,75,negative,,
4870,496645a7-64f7-4c56-94f5-a71671cb262e,super love,20/7/20 7:10,GIF,dogs,75,negative,,
4879,496645a7-64f7-4c56-94f5-a71671cb262e,super love,9/2/2021,GIF,dogs,75,positive,,
4891,496645a7-64f7-4c56-94f5-a71671cb262e,super love,10/2/2021,GIF,dogs,75,neutral,,
4924,d6d4ec49-4210-44de-9f90-c93dfbeed084,super love,21/3/21 3:56,video,tennis,75,neutral,,
4940,229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,4/3/2021,audio,food,75,negative,,
4955,229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,8/7/2020,audio,food,75,neutral,,
4964,229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,18/6/20 13:46,audio,food,75,positive,,
4973,229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,20/8/20 18:33,audio,food,75,neutral,,
5022,80d4bec9-6441-41a2-be74-0eec3e5317ef,super love,6/5/2021,video,tennis,75,negative,,
5062,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,super love,21/5/21 15:46,audio,cooking,75,negative,,
5087,ff883828-a610-492d-8635-8a777eaad25f,super love,27/3/21 12:29,photo,education,75,negative,,
5123,48a824bf-e495-4333-8acf-c800947ec2cd,super love,3/10/2020,audio,soccer,75,negative,,
5125,48a824bf-e495-4333-8acf-c800947ec2cd,super love,6/2/2021,audio,soccer,75,positive,,
5138,48a824bf-e495-4333-8acf-c800947ec2cd,super love,27/12/20 19:44,audio,soccer,75,negative,,
5161,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,12/8/2020,GIF,food,75,negative,,
5168,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,7/2/2021,GIF,food,75,positive,,
5170,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,20/4/21 17:12,GIF,food,75,positive,,
5196,88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,9/5/2021,audio,travel,75,positive,,
5198,88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,13/12/20 2:50,audio,travel,75,neutral,,
5200,88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,23/4/21 14:28,audio,travel,75,positive,,
5214,88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,10/11/2020,audio,travel,75,positive,,
5222,88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,6/6/2021,audio,travel,75,negative,,
5275,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,super love,25/5/21 16:26,GIF,animals,75,positive,,
5279,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,super love,13/11/20 18:40,GIF,animals,75,positive,,
5305,8b51c05c-a8a2-4a6c-b031-165fb7bac840,super love,24/10/20 23:03,video,dogs,75,negative,,
5322,58059956-4cde-4671-9baf-904851731540,super love,28/2/21 5:08,audio,education,75,positive,,
5341,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,21/6/20 23:19,GIF,veganism,75,positive,,
5343,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,2/8/2020,GIF,veganism,75,negative,,
5355,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,super love,26/6/20 19:01,GIF,veganism,75,positive,,
5367,429632b9-88c0-4163-a7ed-4272a04f7838,super love,20/11/20 5:29,audio,animals,75,positive,,
5374,429632b9-88c0-4163-a7ed-4272a04f7838,super love,18/11/20 18:25,audio,animals,75,neutral,,
5402,281054fd-2b89-4191-92ae-98e1bc0ed51b,super love,12/10/2020,video,fitness,75,positive,,
5418,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,23/1/21 5:34,GIF,education,75,negative,,
5423,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,30/5/21 23:10,GIF,education,75,neutral,,
5439,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,super love,28/11/20 23:14,GIF,education,75,positive,,
5456,8ef185a2-8910-41f5-a109-95c925ebffa0,super love,5/4/2021,photo,public speaking,75,positive,,
5474,839d117b-c764-4930-99f2-a6e4d1b47790,super love,22/11/20 18:09,GIF,cooking,75,negative,,
5476,839d117b-c764-4930-99f2-a6e4d1b47790,super love,2/5/2021,GIF,cooking,75,positive,,
5479,839d117b-c764-4930-99f2-a6e4d1b47790,super love,13/9/20 5:48,GIF,cooking,75,negative,,
5487,839d117b-c764-4930-99f2-a6e4d1b47790,super love,5/9/2020,GIF,cooking,75,positive,,
5488,839d117b-c764-4930-99f2-a6e4d1b47790,super love,8/4/2021,GIF,cooking,75,positive,,
5491,839d117b-c764-4930-99f2-a6e4d1b47790,super love,22/1/21 13:24,GIF,cooking,75,positive,,
5511,db672f6f-2f5b-47bd-aed6-bfc22188de4d,super love,4/9/2020,audio,soccer,75,positive,,
5526,909cbb46-9789-4e9d-9148-890e5c44a9e2,super love,19/8/20 15:38,audio,animals,75,negative,,
5529,909cbb46-9789-4e9d-9148-890e5c44a9e2,super love,15/11/20 0:44,audio,animals,75,neutral,,
5538,909cbb46-9789-4e9d-9148-890e5c44a9e2,super love,25/7/20 17:19,audio,animals,75,positive,,
5556,1987b43d-bcb9-4ab0-8634-ef3623928e94,super love,27/5/21 20:42,photo,education,75,positive,,
5567,1987b43d-bcb9-4ab0-8634-ef3623928e94,super love,28/8/20 9:36,photo,education,75,positive,,
5588,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,29/3/21 10:52,video,fitness,75,positive,,
5589,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,26/9/20 2:28,video,fitness,75,negative,,
5590,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,22/12/20 17:28,video,fitness,75,positive,,
5593,1a69604e-95a0-4b91-8051-f3730b7e009b,super love,13/10/20 10:37,video,fitness,75,negative,,
5610,3e64dfe3-e832-4352-a170-9806f64ac507,super love,27/8/20 0:41,audio,healthy eating,75,negative,,
5663,d029d393-b80b-4a56-9450-7645ee42da07,super love,1/3/2021,video,healthy eating,75,neutral,,
5686,75747dd7-8dad-4f2f-9209-62765223f3af,super love,5/1/2021,photo,fitness,75,positive,,
5694,75747dd7-8dad-4f2f-9209-62765223f3af,super love,12/2/2021,photo,fitness,75,positive,,
5698,75747dd7-8dad-4f2f-9209-62765223f3af,super love,14/12/20 21:00,photo,fitness,75,positive,,
5710,75747dd7-8dad-4f2f-9209-62765223f3af,super love,26/5/21 17:59,photo,fitness,75,positive,,
5717,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,29/6/20 11:21,audio,studying,75,neutral,,
5728,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,16/4/21 14:06,audio,studying,75,neutral,,
5746,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,super love,9/1/2021,audio,studying,75,negative,,
5759,b1c49557-0623-4fb2-8f22-1453286fedad,super love,23/2/21 16:40,video,healthy eating,75,negative,,
5768,b1c49557-0623-4fb2-8f22-1453286fedad,super love,15/4/21 19:58,video,healthy eating,75,negative,,
5802,96209724-37a8-475b-b80a-03e96a7c33b1,super love,21/9/20 0:55,GIF,fitness,75,positive,,
5821,96209724-37a8-475b-b80a-03e96a7c33b1,super love,19/7/20 16:44,GIF,fitness,75,negative,,
5822,96209724-37a8-475b-b80a-03e96a7c33b1,super love,3/1/2021,GIF,fitness,75,negative,,
5833,bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,21/11/20 9:17,GIF,healthy eating,75,positive,,
5838,bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,22/12/20 9:52,GIF,healthy eating,75,negative,,
5844,bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,2/5/2021,GIF,healthy eating,75,negative,,
5852,bb9dcde7-55bb-4fb8-b349-caa58fb08823,super love,17/4/21 21:31,GIF,healthy eating,75,positive,,
5880,a0606e08-1798-44f5-a575-28e82f79dfe3,super love,20/3/21 13:15,video,veganism,75,positive,,
5894,a0606e08-1798-44f5-a575-28e82f79dfe3,super love,30/9/20 22:52,video,veganism,75,neutral,,
5904,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,super love,5/3/2021,audio,fitness,75,positive,,
5926,18a07663-ba3c-4ff9-94d3-bd533aa853c2,super love,20/9/20 3:12,audio,veganism,75,positive,,
5952,dc78a872-9057-4a8e-9a25-a1c407c1b7c9,super love,23/5/21 20:08,audio,culture,75,negative,,
5976,a3d563e1-c7a6-4367-9195-cddc36863735,super love,1/6/2021,audio,healthy eating,75,positive,,
5978,a3d563e1-c7a6-4367-9195-cddc36863735,super love,15/5/21 4:06,audio,healthy eating,75,positive,,
5985,a3d563e1-c7a6-4367-9195-cddc36863735,super love,9/2/2021,audio,healthy eating,75,negative,,
5991,350e0d40-e036-459c-9cbe-73e003c33cfa,super love,9/2/2021,photo,technology,75,positive,,
5998,350e0d40-e036-459c-9cbe-73e003c33cfa,super love,23/3/21 14:28,photo,technology,75,positive,,
6011,350e0d40-e036-459c-9cbe-73e003c33cfa,super love,27/9/20 16:43,photo,technology,75,positive,,
6051,0e2169f4-b881-42d0-b99c-034b32f83504,super love,28/11/20 9:23,GIF,food,75,positive,,
6068,0e2169f4-b881-42d0-b99c-034b32f83504,super love,27/5/21 6:56,GIF,food,75,positive,,
6084,60ca0278-5ed6-4669-939b-e6dc2021c07d,super love,3/9/2020,GIF,technology,75,positive,,
6130,062cbf2f-fc22-4357-8890-63e7f13fcd37,super love,5/9/2020,audio,education,75,positive,,
6136,062cbf2f-fc22-4357-8890-63e7f13fcd37,super love,13/5/21 14:30,audio,education,75,negative,,
6153,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,super love,8/3/2021,photo,education,75,negative,,
6178,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,28/6/20 22:11,video,public speaking,75,neutral,,
6187,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,24/3/21 9:04,video,public speaking,75,negative,,
6199,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,18/2/21 8:33,video,public speaking,75,positive,,
6209,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,20/7/20 2:58,video,public speaking,75,negative,,
6211,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,16/7/20 23:06,video,public speaking,75,negative,,
6218,a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,21/5/21 7:44,video,public speaking,75,negative,,
6236,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,8/2/2021,video,soccer,75,negative,,
6247,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,17/4/21 5:57,video,soccer,75,negative,,
6251,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,16/10/20 5:37,video,soccer,75,positive,,
6257,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,16/3/21 0:46,video,soccer,75,positive,,
6287,7fe36d94-8867-4719-9c62-60b077cf5973,super love,27/1/21 5:16,photo,travel,75,positive,,
6293,7fe36d94-8867-4719-9c62-60b077cf5973,super love,26/11/20 13:43,photo,travel,75,positive,,
6295,7fe36d94-8867-4719-9c62-60b077cf5973,super love,19/2/21 10:51,photo,travel,75,negative,,
6306,7fe36d94-8867-4719-9c62-60b077cf5973,super love,30/11/20 16:34,photo,travel,75,negative,,
6311,56df8914-9d42-434d-9612-6bb518dd641e,super love,15/4/21 11:37,video,fitness,75,positive,,
6314,56df8914-9d42-434d-9612-6bb518dd641e,super love,12/1/2021,video,fitness,75,negative,,
6323,56df8914-9d42-434d-9612-6bb518dd641e,super love,16/1/21 11:02,video,fitness,75,negative,,
6362,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,12/9/2020,photo,veganism,75,positive,,
6370,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,22/10/20 3:45,photo,veganism,75,negative,,
6372,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,2/5/2021,photo,veganism,75,positive,,
6410,227a8c57-e5a0-46a8-999d-fcdea42c0905,super love,5/7/2020,photo,education,75,positive,,
6429,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,23/6/20 7:23,video,public speaking,75,negative,,
6433,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,super love,27/2/21 14:07,video,public speaking,75,positive,,
6481,19179d57-4950-4a98-87fa-98f824551a6f,super love,3/7/2020,photo,education,75,negative,,
6488,19179d57-4950-4a98-87fa-98f824551a6f,super love,17/5/21 1:43,photo,education,75,negative,,
6498,19179d57-4950-4a98-87fa-98f824551a6f,super love,20/12/20 8:39,photo,education,75,positive,,
6502,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,14/12/20 22:57,photo,science,75,positive,,
6504,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,20/6/20 12:58,photo,science,75,positive,,
6508,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,8/6/2021,photo,science,75,negative,,
6511,3926740f-e4f7-4229-9aad-e435149d0d2f,super love,6/3/2021,photo,science,75,negative,,
6525,590873fc-e921-4396-a173-a43451675afc,super love,11/4/2021,GIF,studying,75,neutral,,
6527,590873fc-e921-4396-a173-a43451675afc,super love,28/2/21 16:16,GIF,studying,75,neutral,,
6544,590873fc-e921-4396-a173-a43451675afc,super love,21/6/20 7:31,GIF,studying,75,positive,,
6548,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,29/7/20 18:13,video,travel,75,positive,,
6552,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,29/6/20 16:31,video,travel,75,positive,,
6576,b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,7/4/2021,video,travel,75,negative,,
6603,c7b02507-18a2-4169-91f1-4fc727c8bc03,super love,25/11/20 22:43,GIF,dogs,75,positive,,
6643,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,super love,15/2/21 16:30,video,cooking,75,positive,,
6645,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,super love,22/7/20 15:05,video,cooking,75,positive,,
6673,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,20/8/20 2:36,photo,education,75,neutral,,
6677,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,30/10/20 19:28,photo,education,75,negative,,
6688,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,super love,23/10/20 4:37,photo,education,75,negative,,
6701,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,17/9/20 8:48,audio,animals,75,negative,,
6702,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,11/7/2020,audio,animals,75,negative,,
6704,990ad477-b9eb-4ea6-9ec8-3f941f53b758,super love,11/7/2020,audio,animals,75,positive,,
6757,8338222c-c31f-40f3-883c-44125f36bae8,super love,15/12/20 11:03,video,education,75,negative,,
6767,8338222c-c31f-40f3-883c-44125f36bae8,super love,23/8/20 7:28,video,education,75,positive,,
6793,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,10/4/2021,audio,animals,75,negative,,
6803,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,27/8/20 17:38,audio,animals,75,negative,,
6814,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,21/9/20 14:53,audio,animals,75,positive,,
6816,59bb59ce-776b-4d28-85ee-c0d71c690b6a,super love,16/8/20 6:25,audio,animals,75,negative,,
6877,72878c11-38cc-4442-bc81-7eeef47c531c,super love,24/7/20 13:56,GIF,animals,75,positive,,
6878,72878c11-38cc-4442-bc81-7eeef47c531c,super love,2/5/2021,GIF,animals,75,positive,,
6898,b50871e0-183e-4a1d-884b-f20fb271041b,super love,8/7/2020,photo,cooking,75,negative,,
6908,5163acf9-9bde-4f09-81e2-d8711e774360,super love,22/5/21 23:01,audio,healthy eating,75,positive,,
6920,802a8533-3051-4e2c-ad30-7751ece5d514,super love,10/2/2021,audio,food,75,positive,,
6968,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,super love,7/5/2021,photo,studying,75,positive,,
6982,636e6499-b670-4cd4-a829-2c4c9e07db2a,super love,10/4/2021,photo,soccer,75,positive,,
6992,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,super love,17/4/21 12:42,audio,travel,75,negative,,
6993,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,super love,20/1/21 19:00,audio,travel,75,positive,,
7022,ac120787-f331-497f-8733-7cd63dfd36b6,super love,22/3/21 16:37,GIF,culture,75,negative,,
7039,ac120787-f331-497f-8733-7cd63dfd36b6,super love,17/5/21 3:55,GIF,culture,75,positive,,
7063,5c38166c-8305-4227-ad54-bad36df2a57a,super love,4/6/2021,video,fitness,75,positive,,
7069,5c38166c-8305-4227-ad54-bad36df2a57a,super love,21/11/20 7:27,video,fitness,75,negative,,
7075,5c38166c-8305-4227-ad54-bad36df2a57a,super love,26/7/20 14:09,video,fitness,75,negative,,
7078,5c38166c-8305-4227-ad54-bad36df2a57a,super love,12/1/2021,video,fitness,75,positive,,
7088,5c38166c-8305-4227-ad54-bad36df2a57a,super love,29/12/20 21:38,video,fitness,75,positive,,
7096,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,2/8/2020,photo,cooking,75,positive,,
7106,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,2/1/2021,photo,cooking,75,neutral,,
7116,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,21/5/21 12:10,photo,cooking,75,negative,,
7119,da8f7258-6757-4a7e-892e-a16b925ef83b,super love,9/8/2020,photo,cooking,75,positive,,
7178,05805658-8744-4cc4-825d-cbfed0ecea7c,super love,30/3/21 14:34,photo,technology,75,negative,,
7186,05805658-8744-4cc4-825d-cbfed0ecea7c,super love,18/4/21 17:10,photo,technology,75,neutral,,
7194,05805658-8744-4cc4-825d-cbfed0ecea7c,super love,25/4/21 5:27,photo,technology,75,positive,,
7222,962e5969-cd65-4670-a2ae-b0266908426b,super love,27/1/21 14:51,GIF,studying,75,positive,,
7259,6fc7f722-0a93-4420-8376-09d6536ecef8,super love,17/6/21 15:23,GIF,fitness,75,negative,,
7266,e611ee64-7ada-428d-aa37-94c8c0782a91,super love,12/3/2021,GIF,cooking,75,positive,,
7275,e611ee64-7ada-428d-aa37-94c8c0782a91,super love,29/1/21 1:49,GIF,cooking,75,neutral,,
7279,e611ee64-7ada-428d-aa37-94c8c0782a91,super love,21/10/20 0:17,GIF,cooking,75,negative,,
7286,e611ee64-7ada-428d-aa37-94c8c0782a91,super love,28/9/20 23:44,GIF,cooking,75,positive,,
7336,a7a7c909-15cb-4719-835b-cc9f835feb50,super love,1/11/2020,GIF,animals,75,positive,,
7347,a7a7c909-15cb-4719-835b-cc9f835feb50,super love,1/11/2020,GIF,animals,75,positive,,
7380,77099957-1551-435e-b386-704d8b91a46e,super love,2/12/2020,audio,cooking,75,negative,,
7405,5c7fa152-9628-471d-b715-84e15c4b5d38,super love,30/1/21 15:37,audio,tennis,75,negative,,
7414,5c7fa152-9628-471d-b715-84e15c4b5d38,super love,2/1/2021,audio,tennis,75,positive,,
7438,d03efe68-5986-48c4-8767-93b8f5881004,super love,18/8/20 20:29,GIF,animals,75,negative,,
7465,d03efe68-5986-48c4-8767-93b8f5881004,super love,8/8/2020,GIF,animals,75,negative,,
7485,4bdd31e0-2f59-4262-bcbe-546678a3d203,super love,1/8/2020,photo,healthy eating,75,negative,,
7497,4bdd31e0-2f59-4262-bcbe-546678a3d203,super love,24/6/20 2:02,photo,healthy eating,75,negative,,
7551,11b96207-c1c5-4083-948d-2942684aae0d,super love,28/4/21 14:02,photo,studying,75,positive,,
7561,11b96207-c1c5-4083-948d-2942684aae0d,super love,19/3/21 19:12,photo,studying,75,neutral,,
7574,51a26a10-6973-4882-aa88-98b53978ce01,super love,18/9/20 14:12,audio,veganism,75,positive,,
7583,51a26a10-6973-4882-aa88-98b53978ce01,super love,7/9/2020,audio,veganism,75,negative,,
7589,51a26a10-6973-4882-aa88-98b53978ce01,super love,10/9/2020,audio,veganism,75,neutral,,
